0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.602211562464802341e+01,-3.603523502788576849e+01,-3.604158315863934092e+01
-4.085910443604507947e+01,-3.751852111136321355e+01,-4.113338378170470122e+01
-3.950761251686046904e+01,-4.141829369330371691e+01,-4.131101043423494446e+01
-4.148502616240926955e+01,-4.108900242719617779e+01,-4.144343447268674652e+01
-4.138676467379529811e+01,-4.123297405432374063e+01,-4.014027707188390082e+01
-3.971679826865160123e+01,-3.938772980441089544e+01,-3.640857773013616594e+01
-3.774259019090445832e+01,-3.695857574901523179e+01,-3.536481041517512125e+01
-3.652593329373641495e+01,-3.382842488625887256e+01,-3.713401943280866391e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.262523303883990256e+00,-1.000000000000000056e-01,-3.284307550057556924e+00
-3.753083072408032450e+01,-3.946386949679091316e+01,-3.958065183199166626e+01
-4.033534975620763419e+01,-4.201397802169429951e+01,-4.253247081204463598e+01
-4.251297294403988047e+01,-4.331355567927075612e+01,-4.337265974494432896e+01
-4.308930020764726976e+01,-4.308190229777441260e+01,-4.237175171290658682e+01
-4.228076940876637480e+01,-4.211240405636465312e+01,-4.070796740314139583e+01
-4.058038488716331926e+01,-4.092162596163903032e+01,-3.890580903162945248e+01
-3.922880228209615439e+01,-3.865583876634221383e+01,-3.687251148688699232e+01
-3.456672434342419820e+01,-3.430003610526191693e+01,-3.350743087967965295e+01
-3.247395379328679610e+01,-3.304000909937842323e+01,-3.286023077434028039e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.597123983104782141e+01,-2.465101713315719678e+01,-2.501742307446890123e+01
-4.035825148809487928e+01,-4.130918221067058482e+01,-4.075303312171365633e+01
-4.445610942745373961e+01,-4.447661150571843081e+01,-4.268324442177384981e+01
-4.442809818664333932e+01,-4.450080591966129617e+01,-4.380266390255206943e+01
-4.413049720629596351e+01,-4.365144745965324091e+01,-4.233232026915154478e+01
-4.238141101393367194e+01,-4.281932815286981509e+01,-4.062257941616371681e+01
-4.124411344985175276e+01,-4.054161217596979583e+01,-3.839063235288791276e+01
-3.988353895167664120e+01,-3.844804710684640980e+01,-3.613448022589901143e+01
-3.772777596505101627e+01,-3.635011125353604200e+01,-3.426224988725063980e+01
