0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.259671868569313347e+01,-3.214817453714091045e+01,-3.212887890917394174e+01
-4.045137947576415627e+01,-4.140008716583417225e+01,-4.112018070323485830e+01
-4.040705721605406353e+01,-4.171461535662314191e+01,-4.161581422793679508e+01
-4.257781076575982837e+01,-4.240535230490102236e+01,-4.179219023113563480e+01
-4.238136922877946944e+01,-4.139113686191014807e+01,-4.230374208784856194e+01
-4.095925931015311505e+01,-4.022744192320458012e+01,-3.828447935728568297e+01
-3.868704407295882675e+01,-3.706361349453487719e+01,-3.826599505737928553e+01
-3.779577199796098341e+01,-3.702421004109361036e+01,-3.798024551636429891e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.588651157222659815e+00,0.000000000000000000e+00,-3.238917180217085079e+00
-3.780669555938195714e+01,-3.736074672163472599e+01,-3.762506540015941425e+01
-4.236548721540100360e+01,-4.329437468763413221e+01,-4.326304195092950522e+01
-4.392142376512796886e+01,-4.401133428079507581e+01,-4.307591477187435203e+01
-4.375042830467346988e+01,-4.361114739248534988e+01,-4.263928947135610770e+01
-4.261799241011323858e+01,-4.215838237245898057e+01,-4.090220547701960641e+01
-4.106775675049893692e+01,-4.075671078102698885e+01,-3.842060830882223854e+01
-3.848034016324852757e+01,-3.914838867911853271e+01,-3.640475715549770541e+01
-3.643142985660796995e+01,-3.575056736801416690e+01,-3.438937093824105773e+01
-3.414545331695212838e+01,-3.375216370290642942e+01,-3.190941890928276337e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.846306966094218183e+01,-1.774310427201887919e+01,-1.625625801922441482e+01
-4.105993666472255654e+01,-4.106827557355023117e+01,-4.175020679570427262e+01
-4.495115512993064755e+01,-4.442243845065161878e+01,-4.482345941139052314e+01
-4.525116570161340235e+01,-4.539150356756515947e+01,-4.491917035836235783e+01
-4.476628793341166812e+01,-4.465293076701154007e+01,-4.398464928322516698e+01
-4.377439946073745602e+01,-4.369167368062637991e+01,-4.296744809226540696e+01
-4.252892733484306831e+01,-4.237499529760542316e+01,-4.100760113188292877e+01
-4.126128035897436774e+01,-4.046340641521285875e+01,-3.895128268596187837e+01
-3.762752894123899239e+01,-3.566000925010565936e+01,-3.759148342228519368e+01
